cleaned_text,label
kota myanmar kota kutuk akibat buat kota myanmar kota kutuk akibat buat allah badai islam komen aamiin ya allah lindung saudara islam dunia aamiin islam bagikanshare ,1
culik anak pakai mukena putih bekas yg anak hati hati ya daerah bekas pondok timur alamanda babakan mutiara gading timur edar wanita pakai mukena putih incar anak anak culik kembali dalem lemas pucat karna salah organ tubuh nya ambil tolong share yy kawan,1
google ubah foke ahok sungai bersih jakarta orang kerja tim cyber nya ahok bener ga sih hoax,0
video pria inggris benci islam pecah kaca jendela masjid pria inggris benci islam pecah kaca jendela masjid allah langsung balas tonton video selesai,1
deaign rumah yg jangkau deaign rumah yg jangkau riba bi checking bank harga milyaran jt  jt dp itu dpnya cicil bangun full dp amanah tanggung jawab riba bonus tv  ,1
klarifikasi perpusnas kait undang temu wicara isbn desember jakarta selamat malam sahabatpustaka mimim terima berita bohongterkait giat perpusnas edar surat informasi acara  temu wicara isbn  rabukamis desember hotel bidakara jakarta xx informasi giat temu wicara terbit laksana rabu desember aula perpusnas salemba jakarta sahabatpustaka terima surat undang abai yah salam literasi,0
bmkg bantah gempa lombok picu gempa megatrhust selatan jawa selat sunda jelas bmkg kait video viral gempa megathrust jakarta kait peristiwa gempa lombok m,0
fotofoto musnah alquan karpet kait islam turkestan timur cina bakar alqurankitab kitab agama karpet kait islam turkestan timur alqur  an bakar eropa dunia bangkit orang turkestan timur ribu alqur  an bakar sesal,1
pancasila ubah jdi bahasa cina jokowi yg mulia ngga dngan kapolri indonesia knpa pancasila ubah jdi bahasa cina ngga ikhlas yg mndirikan pancasila tuh ulama knapa jdi ubah bahasa asing miris dngernya,1
anggota fpi laku curi jakarta dalih sweeping anggota ormas fpi curi kamar hotel jakarta,0
smrc bantah laku quick count pilbup pinrang  survei edar pasti hoaks rugi lembaga  riswadi rabu,0
pucuk surat teman arab saudi judul artikel bahas ttg  cinta segitiga  yg ujung indonesia yg proarab arab teluk barat as,1
tentara malaysia terjun palestina lindung alaqsa tentara malaysia terjun palestina,1
gubernur jatim khofifah indar parawansa masuk timses prabowo sandi subhanaallah khofifah  masuk timses prabowo  sandi tulus ikhlas indonesia,1
nyimeng arif lokal kangkung gari indonesia mendaptkannya mudah cobacoba tanam jual beli kangkung amerika serikat amerika tanam larang milik izin kangkung daftar gulma federal bahaya bentuk air tawar iklim tropis,1
megawati bongkar nama nama langgan alexis publik coreng nama jabat negara berita nusantara  ketua pdi juang megawati soekarno putri manajemen hotel alexis buka nama langgan griya pijat pasca tutup perintah provinsi dki hal coreng nama jabat negara,1
foto bos nya pki mulut orang pki muncul bos nya pki mulut orang pki muncul,1
info pasien yg sembuh rs sahabat info pasien yg sembuh rs sahabat sana minum vit c vitamin e jam  jemur menit telur butir istirahattidur yg min jam minum air putih min lt makan minum hangat dingin,1
alcohol kill coronavirus  wowww  ayooo  then the culture of the cap tikus ancestor must be abolished  think first  peace  note for more information i can get this directly from my facebook thank you  in the picture there is the cnn logo also the narration  alcohol kill coronavirus ,1
polda metro jaya resmi rilis dpo persekusi anggota banser nu polda metro jaya dpo daftar cari orang mr x laku persekusi banser nu pondok pinang jaksel jadi des jam wib temu ada orang hubung humas polda metro ,1
video preman merak geesper maaf anggota tni tantang kelah tantang anggota tni puluh preman terminal merak hajar babak bur,1
ptpura barutama usaha yg order cetak uang nama ptpura barutama hangat bincang usaha yg order cetak uang,1
foto sandiaga uno bawa dokumen sejarah hitam dki sejarah hitam dki gubernur yg istri selingkuh gubernur penjara   yg mr tukul,1
situs tamshnewscom jokowi pakai dana haji rp t,1
kertas happy lsd edar anakanak warning drugs model lsd kenal dgn nama  kertas happy  model bentuk tarik manis permenefek halusinasi,1
jenius minum ajinomoto jenius minum ajinomoto,0
pt mrt klarifikasi perihal bakar stasiun lebak bulus informasi media massa sosial media bakar korsleting,0
bi bantah keluar uang stempel ganti presiden prabowo satria pingit  bi keluar uang rupiah stempel ganti presiden prabowo subianto  deputi direktur kantor wakil bi provinsi sulawesi utara sulut buwono budi santoso manado jumat,1
hoax panglima tni kirim pasu independen panglima tni gatot nurmantyo sibuk kecam kers bantai muslim rohingnya,0
acara parade budaya kitaindonesia tanding aksi media sosial portal daring risi narasi klaim acara kitaindonesia parade budaya ada tanggal desember aksi tanding aksi damai tanggal desember,0
bantu saudara kirim fotto whatshaap bayi lahir buta awat donasi sen whatsapp kumpul dana kali gambar bagi silah bagi,1
klarifikasi kepala bkpsdm kabupaten pamekasan kait isu terima aparatur sipil negara pamekasan pusat turun kabar terima asn pamekasan kabar palsu,0
teman kelas angkat kuliah fakultas hutan ugm testimoni jokowi teman kelas angkat fakultas hutan ugm testimoni jokowi dahulu pas kuliah,1
jasad saddam hussein utuh kubur assalamu  alaikum wallahu akbar  bongkar jenazah saddam husain presiden iraq kuasa  juli maret  kubur saddam husein buka pindah desa subhanallah mayitnya utuh kubur usia wafat wajah singkap darah beliau segar cium dari aroma wangi sebab orang rebut cium seraya pekik takbir tahlil gema beliau kubur disholati ratus kaum muslimin saksi prosesi pindah jasad beliau allahu akbar  moga beliau luas ampun rahmat golong syuhada  hadap allah azza wajalla aamiin ,1
tito insyaallah depan publik percaya polri ulama  gmn tito insyaallah depan publik percaya polri ulama ,0
ribu ikan mati tepi pantai bal lo tuh ikan bal mati pinggir pantai bnpbindonesia,1
sakit hati gua bule kagak kenal my presiden sakit hati gua bule kagak kenal my presiden,1
video mati tembak jenazah juang syahid imam samudera segar pindah kubur imam samudera projek lebar jalan mati tembak firing squad perintah indonesia tanggal nov jenazah juang syahid imam samudera segar tidur beliau jatuh hukum mati bom kelab malam bal,1
gubernur jabar ridwan kamil bantah cuit sekolah pinter biar gajadi polisi klarifikasi edar hoaks adu domba moga allah ampun sebar fitnah moga pahala dunia pindah,0
video tahlil nu fosil jokowimaruf kalah yai fitnam kata pilih si mbah dzikir tahlil hapus maksud coba blunder mbok ya jgn banget video bang sandiaga uno cawapres yg santun cerdas martabat,1
klarifikasi kbri ppln singapura kait isu tki bayar dollar hak pilih proses milu gratis daftar mungut suara pungut biaya apa,0
wapres ikhlas dana haji pakai perintah masuk surga dengerin noh simbah ngomong dana haji ndak berangkat tanah suci ikhlas dana haji pakai perintah tiket surga genggam tangan,1
indonesia istilah tuyul hati jln mall sj kl ketemu org bawa boneka inijanganlah dekatin mrk pegang bonekany mengucpkan  lucu atau cantik pd boneka  krn boneka adlh boneka thailand yg isinyakuasa gelapsetankl indonesia istilah tuyul,1
aksi demo tolak tka pukul mahasiswa polisi tewas demo tolak tka,1
presiden uni afrika al aid ein al wadiyah bin haffaz al wadiyah pidato delegasi dunia pbb negara tolak jokowi presiden indonesia alhamdulillah amin yaroballalamin share temen fb wa lupa cantum tagar alwadiyah,1
indomaret alfamart milik naga alhamdulillah viral info bantu share ya bagi info wikipedia  indomaret indonesia transaksi ambil ratarata rupiah kembali biar x rupiah x transaksi menit x transaksi indonesia jam x x rp x indomaret rpjam wooow mudah tanoe,0
keluarga infeksi covid hadir acara ulang ambil hikmah keluarga ini baca sampe abis gara gara acara ulang keluarga kilas info lingkar merah tgl tinggal lingkar kuning tinggal suami kritis lingkar birulagi karantina mandiri kuningan minggu yg ada acara kumpul keluarga hadir ultah keluarga cirebon indah foto adik kakak tinggal covid suami skrg sdh positif ngadain bday party tau carrier keluarga aman nggak tau ya hari ketemu aja anggap sanak keluarga tdk kena yg muda suru tinggal rumah tinggal rumah pandang enteng kasiang krena anak saudara teman teman teman torang nintau so kontaminasi belum jgn harap le teman ato sodara kecuali stay rumah trus percaya le,1
bpjs ketenagakerjaan edar sms beri hadiah dana bantu himbau masyarakat waspada mudah tipu bentuk tawar mengatasnamakan institusi bpjs ketenagakerjaan minta arah serta bayar biaya nominal motif tipu,0
kabareskrim usut goreng isu jadi teror muka agama kabareskrim usut goreng isu jadi teror muka agama,0
virus obat hydroxychloroquine zinc zithromax this virus has a cure it is called hydroxychloroquine zinc and zithromax i know you people want to talk about a mask hello you don  t need a mask there is a cure i know they don  t want to open schools no you don  t need people to be locked down there is prevention and there is a cure,1
bocah pulung tinggal lapar mirisskasihan info bocah pulung tinggal karna kelaparanbelum daerah jokowiinonesiatweetkakseto,1
jebol siber rp triliun bank mandiri bangkrut sumber bank mandiri liang bangkrut pasal teknis aman sistem it bank mandiri pulih jadi murni akibat serang mandiri,1
google voting nama israel palestina peta google voting nama  israel   palestina  peta google earth suara penting israel tolong kirim kontak ad hpmu pilih palestina buka website pilih bendera palestina,0
sekjen pbb ucap selamat prabowo pilih presiden ri kabartoday pbb  lansir new york kalbarxinhuaoana  sekretaris jenderal pbb pedro coelho minggu kaget publik dunia internasional,1
abu vulkanik bunuh virus corona kandung asam sulfat rapi erupsi gk  keluar  aman abu vulkanik nya bunuh virus congorna ehhcoronakarna kandung asam sulfat,1
cukong china juluk naga timses tolong yah  soal mohon cerah bener cukong china juluk naga timses ,1
tni gagal selundup ribu senjata api pakai nama presiden tni gagal selundup ribu senjata api  pakai nama presiden  hak foto documentasi duniaekspresscom innews gagal rencana selundup ribu senjata api senpi indonesia tentara nasional indonesia tni apresiasi warganet musisi nama ahmad dhani selundup catut nama presiden jokowi aku,1
coba itudibayar brapa emak emak brani buat spt ituurusan capres gak inget hijab baris emakemak militan gl pro ancam telanjang bawaslu kpu milu curang,0
prabowo usia kuliah amerika serikat beasiswa assalamu  alaikum warahmatulalahi wabarakatuh mari kenal kenal sayang kenal kejang akal sehat nya udah hilang,1
ka tulis hurufbahasa china indonesia china,1
game gratis tanggal februari free resident evil february,1
meme video mahfud md dukung prabowo sandi pilpres dukung prabowo subianto indonesia butuh pimpin ikhlas angkat rakyat puruk,1
jackie chan kabar karantina infeksi corona jackie chan kabar karantina infeksi corona kabar sedap salah aktor nama hong kong jackie chan aktor laga legendaris kabar karantina infeksi virus corona,1
mandi sebab mati dadak haram hukum mandi sebab mati dadak,1
nu nw ntb saudara  selesai urus baca bohong nu nw saudara beda akidah akhlak  syuriah nu ntb tgh ma  arif makmun minggu,1
prosesi nikah jenis gereja momen prosesi nikah jenis gereja kristiani sekali indah nya bagi lap kringet,1
awan tanda kiamat fenomena awan langkahapakah tanda kiamat moga lindung maha kuasa aminn,1
tinggal covid saudara tunggu adopsi papa mama tinggal krn covid saudara kandung nunggu adopsi budiman,1
foto kota kota dunia corona dera jakarta beda kota kota dunia corona dera jakarta beda nekat erti atau,1
menteri pupr klarifikasi perihal isu pengambilalihan proyek enam ruas tol dki jakarta ambilalih mohon cek bahasa tol urus bpjt pupr pemda,1
isis serang kota quaragosh kota populasi kristen besar irak isis rebut kota quaragosh kota dgn populasi kristen besar irak ratus laki wanita anak penggal masyarakat sana doa negeri,1
malam uu suara azan sah perintah jokowi tindak langgar uu malam uu suara azan sah barang yg ganggu dgn suara azan lapor aparat dekat dn perintah jokowi tindak langgar uu yg tanggung suara azan yg keras ustat urus masjid,1
jajak dapat google joko widodo anggap layak pimpin periode joko widodo anggap layak pimpin periode tuju isi polling cepat dukung presiden joko widodo pimpin indonesia kuat ketua dewan timbang presiden sri adiningsih alas presiden joko widodo jokowi periode kerja jokowi jaga stabilitas ekonomi turun angka anggur,1
selamat mba puput lahir putra mba puput putra nya btp kado indah ahok ahok tuai bahagia batas yg katakata dukung puunn rasa kebahagiannnya alhamdulilaahh junior alarm ahok hadir indonesia selamat yah kooh mba puput lahir putra mba puput putra nya btp,1
mpr kpu sepakat jokowi rakyat diam serius rakyat diam biar rencana wujud ruu hip teriak mulus sah uu jabat presiden jokowi pasuk periode calon periode suka suka jokowi selesai sesuai konstitusi apa akal diutak utik mainmain lembaga lontar kpu mpr,0
malem amerika serikat sholat magrib jamaah mesjid tumpah ruah jalan raya situasi kondisi sikon malem amerika serikat saat masuk sholat magrib masyarakat kaum muslim bondong bondong tunai sholat berjama  ah mesjid tumpah ruah jalan raya hubung covid perintah sempat ummat islam ibadah buka suara volume mesdjid tumben covid amerika suara volume mesjid boleh,1
artis dorce gamalama tinggal dunia bismilillahirrahmanirrahim assalamualaikum warrahmatullahita  ala wa barakatuh temanteman infotainment media elektronika dorce gamalama alhamdulillah ramadan sehat hidup,1
bos samsung buka kedok ekonomi indonesia macet total bawah jkw bos samsung buka kedok jkw ekonomi ri puruk,1
postingan akun facebook lambe turah laku bunuh siswi smk tangkap alhamdulillah laku bunuh siswi smk bogor ketemu motif cemburu,1
nilai kejut agen cia jokowi agent cia steven o  brien jokowi muka,1
xi jinping berterimakasih pilih jokowi presiden kurang anggur china ucap terimakasih dukung jokowi pilih jokowi presiden anggur cina kurang,1
urus imi bantah korban jiwa celaka reli mobil aprc informasi masyarakat alami cedera insiden celaka sumber percaya nyata hoax,0
jokowi insentif kartu pra kerja gaji anggur tipu gak jdi dpt gaji si cebong,1
tingkat sulfur dioksida kota wuhan tanda kremasi massal korban coronavirus indikasi korban jiwa bakar foto satelit baru tingkat sulfur dioksida kota wuhan cina sulfur dioksida so gas lepas bahan organik tubuh manusia bakar tanda kremasi massal korban coronavirus indikasi korban jiwa bakar lapor korban jiwa,1
pln bantah laku madam listrik wilayah makassar halim kramat jati minggu senin september mohon maaf ketidaknyamanannya maryanto kait informasi madam surat pemberitahuan kirim pln bekerjasama mana sewa genset tks  cuit akun twitter pt pln persero pln,1
foto prajurit militer perancis panggang bocah mal pasu anti teror perancis panggang anak mal  negeri muslim afrika  teroris sejati,1
air surut meter labuh banten air laut surut meter waspada tsunami mari doa saudara saudara zona banten karo news berita karo karoberita pkp,0
pandang issue daging hewan kena tbc bebeberapa edar photo daging paru binatang yg viral media sosial yg disebutsebut kandung tbckanker,1
internet internet,0
virus corona jenis jamur mould corona virus jenis jamurmould yg mudah dikembangbiakan skala laboratorium temperatursuhu,1
kkp klarifikasi cacing ikan makerel kaleng  jaring ikat daging tempel tulang lunak ikan panas suhu tekan lepas milik kenampakan cacing mati  tulis terang tulis badan riset sumber daya manusia laut ikan bbrpbkp rilis kkp terima kamis,1
ampo jalan tidar surabaya barusan jam yg gara yasona lauli ngelepas puluh ribu napii rezim koplak sdh kacau apa sengaja ya,1
klaster sebar covid indonesia pendeta gbi gpib klaster sebar covid dgn jejaring besar indonesia pendeta gbi gpib indonesia bawa covid itali israel lapor kerja medis perintah berita media waspada kurang sebar kelompok papar dungu erti resiko dr berita nya ribu pendeta kristen sabang merauke yg papar mrk kelompok  silent mass killers   blow up  media nasional kelompok islam  jamaah tabligh  bbrp orang wajib kyai rapid test bukti negatif gaung perintah tutup mesjid larang sholat jamaah mesjid daerah yg zona resiko aneh ngeri,1
motivator jim rohn jokowi presiden kelam dlm sejarah bangsa indonesia jokowi presiden kelam dlm sejarah bangsa indonesia jim rohn motivator baik dunia,1
christiano ronaldo ubah hotel rs corona christiano ronaldo ubah hotel rs corona,1
rekrutmen kerja pt waskita karya hubung recruitment calon karyawan pt waskita karya persero tbk beritahukan saudara lulus seleksi administrasi kualifikasi wajib ikut rangkai seleksi tes tahap sesuai jadwal,1
klarifikasi polres jembrana kait todong spbu tuwed melaya hoax kece lapang polsek melaya jadi todong unggah facebook,0
putri king salman ga hijab putri king salman is very beautiful ga hijab dosa ga sayang komentar fpi jamin mata kedip dg vitamin,1
foto cawapres akuh cawapres akuhhh cawapres mu,0
bangga pki ngaku nkri cebong goblok dna nembus sperma v,1
pilih pahlawan nasional cetak pecah uang rupiah pilih pahlawan nasional cetak pecah uang rupiah,0
judul artikel habib rizieq ancam hukum mati pancung jgn main negeri org bukan indonesia fpi berani jihad arab,1
edar broadcast jokowi pilkada dki istana berita bohong edar broadcast jokowi pilkada dki istana berita bohong,0
upaya bunuh pangeran arab saudi upaya bunuh pangeran arab saudi,1
dinkes pamekasan santri kadur efek ori difteri depkes paksa vaksinasi,1
soda susu sih paru paru okok soda susu sih paru paru okok,1
video cuit gempa tsunami cuba gempa tsunami cuba batas jamaica pkl pagi januari indonesia,1
mayat positif covid kubur daster tinggal postif covid rsu sembiring medan kubur kubur suka maju stm sesuai protokol sehat peti jenazah maut keluarga buka peti si mayat daster sesuai dgn syariat fardhu kifayah islam yg target cair dana coronapenyakitproyek,1
adu mahkamah internasional jokowi kpu hncur adu mahkamah internasional prabowo menang presiden,1
gambar rancang gedung istana negara palangkaraya rancang istana negara palangkaraya tnipolrijagaindonesia,1
pbb bantu covid negara legal aborsi pbb tolak kirim bantu coronavirus negara prolife kecuali legal aborsi,1
italia kalah covid koagulasi intravaskular mata italia obat coronavirus temu dokter italia patuh hukum sehat dunia who otopsi mati coronavirus temu virus bakteri sebab mati sebab gumpal darah bentuk sebab mati pasien,1
bca cetak struk atm tulis ganti presiden  informasi bpkibu bca tdk cetak struk transaksi dgn terang ganti presiden menghimbau nasabah utk hati hati beritaberita yg benar tks  dian  tulis halobca twitter kamis,1
rekam video warga rejang bong sengat listrik kasat reskrim polres rejang lebong akp chusnul qomar  ya masyarakat tel mentah mentah berita benar asli ,0
jokowi aku gagal pimpin negara jokowi aku gagal pimpin negara   jokowi aku gagal pimpin negara,1
video batas jalan water barrier gerak tol pandaan malang  batas jalan water barrier gerak tol pandaan malang hati kendara lupa doa,1
kantor jeff bezos jeff besoz office in this was jeff bezos  office in everyone starts somewhere keep going,1
kuak pks belai kuak pks belai tubuh petinggi kader pks mas mardanialisera salah hotel dijakarta sumber orang percaya mardanialisera pksmardani,1
idola fm semarang refleksi media sosial pandemi covid ngobrolngobrol idola fm semarang aribowo sasmito ketua komite periksa fakta mafindo kait media sosial rabu jun simak,0
tni buku pki sita antar megawati soekarnoputri eva sundari hati hati pki metode gaya waspadawaspadawaspada,1
suspect coronavirus temu salah terap spa hotel goldenhands kelapa gading suspect coronavirus temu salah terap spa hotel goldenhands kelapa gading karantina unjung staf tinggal spa minggu unjung spa tsb minggu harap lapor rs rujuk,1
bunuh demonstran perintah tito bunuh demonstran restu perintah si tito simak video,1
alhamdulillah aceh berangkat haji indonesia alhamudulillah aceh berangkat haji tampa indonesia,1
perintah indonesia laku lockdown maret indonesia laku lockdown malam jumat wib kamis wib lockdown tinggal jam,1
corona masuk tb telaga bestari pramugari lion air sdh infeksi rawat rs annisa info baru corona masuk tb telaga bestari pramugari lion air sdh infeksi rawat rs annisa himbau tdk jln tb citra raya udh masuk tangerang,1
gatot nurmantyo copot panglima tni gagal selundup senjata cina ingat tangkap selundup container senjata ilegal cina copot jabat panglima situ paham tentang halang rencana busuk hancur negeri copot,1
foto sirkuit mandalika ntb insya allah sirkuit mandalika ntb guna bikin balap motto gp akan balap jalan raya,1
mahasiswa bantu kodam damping gelar unjuk maklumat tni rakyat indonesia kapuspen mabes tni mayjen sisriadi,1
psi bantah calegnya wajib beli kartu sakti nggak wajib caleg beli kartu sakti mohon maap nih main fitnah aja donasi kartu sakti nominal ribu,1
malam gempa waspada kiamat dekat malam desember wib gempa tsunami indonesia dunia dihimbau masyarakat dunia taubat makmur masjid jalan sholat mati iman taqwa alloh swt rosulnya amin,0
selebaran poster acara nobat miss waria banten miss waria banten,0
situbondo lockdown situbondo lockdown mala mini jaga gabung tni polri pemkab titik,1
monumen ondelondel mayor kreasi anak bangsa nama anies baswedan monumen ondelondel mayor kreasi anak bangsa nama anies baswedan,1
keren empat lampu merah pasang video mapping keren empat lampu merah pasang video mapping,1
negara ente gadai china komunis jokowi masyarakat mata uang yuan thiongkok,1
klarifikasi pondok pesantren almunawwir krapyak berita jpnn asuh pondok pesantren al munawwir krapyak yogyakarta ban joko widodo alias jokowi deadline kait pasti muhaimin iskandar panggil cak imin cawapres jokowi,0
klarifikasi polisi kait rumor korban bunuh pendeta henderson hamil kapolres serdang akbp eddy suryantha tarigan  sesuai hasil otopsi korban hamil korban hamil hasil otopsinya terima ,1
video after lockdown maradona video after lockdown maradona,1
salah solusi virus cangkir teh sederhana dr li wenliang dokter pahlawan tiongkok yg hukum yg virus corona tinggal sakit yg dokumentasi kasusfile tuju teliti kasusfile usul sembuh yg signifikan kurang dampak covid  virus tubuh manusia,1
kartu identitas mossad hendro priyono duga kaum ikut dajjal serang islam babi buta dajjal hamba dajjal dn iblis naudzubillah manusia laknatullah huni neraka jahanam,1
new zealand herald kecam jokowi anggap leceh perintah rakyat selandia malu aaach sudah  ,1
yusril nyata jokowi presiden pasca kuasa hukum jokowi maruf duh melek dia kemaren mk ngapaian,1
btw listrik diem tu cebong ngeluh gk ya btw listrik diem tu cebong yg ngeluh gk ya,1
homo lesbi lindung hukum uu heran indonesia mayoritas muslim kelompok homo lesbi lindung hukum uu,1
video judul melayu singapura negeri ambil orang melayu singapura  negeri ambil orang  singapura kota sederhana muslim bebas bahagia suara aji suara adzan kecuali masjid masjid kota mallmall sedia sholat bebas makan suka makan halal susah cari kecuali kampungkampung kota bawa bekal mesti puasa makan lihat halal bahasa melayu pakai orang cakap inggris mandarin negeri ambil orang,1
video orang amerika teriak vote jokowi protes sungguh bangga rakyat jokowi cebongers orang amerika teriak  vote jokowi  protes vote jokowi vote jokowi vote jokowi,1
pajak motormobil mati polisi hak tilang pajak urus polisi dispenda pajak polisi hak tilang,0
spanduk logo pks hti tulis ganti presiden ganti sistem khilafah islamiyah spanduk tsb jl suprapto daerah tanah  senen,1
sby dukung kerja perintah jokowi sby dukung kerja perintah jokowi,1
klarifikasi temu tim investigasi unnes kait duga plagiarisme rektor unnes fathur rokhman plagiat,0
video kondisi wuhan kini langsung tembak mati kena corona neraka china kondisi wuhan kini langsung tembak mati  kena corona neraka china,1
bandara kertajati majalengka hadiah jokowi provinsi syaringah indonesia bandara kertajati  majalengka hadiah jokowi provinsi  syaringah  indonesia salah balas manis provinsi mana jokowi sang presiden indonesia pilih kalah pilpres jokowi bukti benarbenar nyata salah alas jabar tang pimpin jalan perintah pusat jawa barat buka mata buka telinga pakai hati nurani jokowi periode jkwpjkwpdag tetapjokowi samuel tanujaya,1
video erdogan kirim pasu india erdogan kirim pasu india erdogan kejaan islam erdogankirimpasukanerdogankejaanislamerdogankirimpasukankeindia,1
pose jari l pln sripeni inten plt dirut pln tanggung madam massal buruk,1
pria china makan sup janin umum niat tuju makan orangsebagai protes gagas moral umat manusia nggak makan orang,1
indonesia bodoh air mineral teliti harvard university tambah temu betapa bahaya air mineral kandung flourida air mineral aqua punya danone aqua saham beli danone kandung zat flourida,1
ajar rumah tvri murid cekok mimbar katolik jadwal kelas sd jam kelas sd jam jeda jam jam nongol mimbar katolik ajar tvri senin april tanya murid sd indonesia orang tua indonesia sengaja cekok mimbar katolik,1
titiek soeharto wakil delegasi indonesia sidang pbb h kalla pandang istimewa gedung pbb hkalla wakil delegasi indonesia real berkaryainfo,1
cheetah incar anak tahu rusa makan gerombol cheetah nampak tenang tatap tajam,1
gemuruh suara asteroid lintas ask asteroid cb asteroidcb suara gemuruh suaragemuruh jawabarat nasa mohon cerah teman teman kait cakap grup fb suara gemuruh jawa barat malam suara asteroid lintas cari berita link hubung nasa pantau  datang  asteroid ukur meter malam asteroid lintas jarak temu berita bahas suara gemuruh malam,0
hotman paris rencana undang bts exo virus corona atas rencana ngundang boyband btstwt weareoneexo indonesia corona kondusif yg suka bts exo beliin album lightsticknya orang aja dmin asisten,1
temu es batu main petak umpet dicariin kmana gak tau temu dalam lemari es kulkas gak buka dr temu es batu perhati ya anaknyacucunya kalo main,1
pesan beranta nama bank bri assalamualaikum wrwb numpang bagi aja mhn maaf luar urus syarah yg mengatasnamakan bri baca teman pagi terima sms kirim  bri  nomer hp,1
foto habis demo kumpul yuuu biang kerok demo kadrun habis demo kumpul yuuu biang kerok demo  kadrun  kenal yg pake kemeja kotak,1
gengsi lalu infrastruktur jokowi truk tim prabowo lelah njegur sawah dokumen curang pilpres raib jarah breakingnews gengsi lalu infrastruktur jokowi truk tim prabowo lelah  njegur  sawah dokumen curang pilpres raib jarah,1
pelintir konteks video prabowo tari sajojo prabowo selamat ya  video  selamat prabowo ulama enak bebas jokowilagi ,1
postingan pesan gus dur didik anak pesan gus dur didik anak susu baca ayat kursi alikhlas alfalaq annas mengulangulang baca kali ajar anak bicara  radhitu billahi rabba wabil islami dina wabi muhammadin nabiyya wa rasula  ajak anakanak malam yg subuh masjid biasa pasuk bulanbulan berkah ramadhan kumpul anakanak kerja yg berkah amal baca alqur  an dzikir sedekah dll ajar anakanak niatniat ajar surat al fatihah ada majelis ilmu rumah kumpul yangdi rumah harianmingguan baca al qur  an al karim tadarrus kitab hadits fiqih tutup majelis do  a shalawat nabi muhammad saw masuk baligh anak anak kalausudah mukallaf malaikat catat baik jelek tulis ucap buat ada raya hadir ulama  tunda nikah anakanak baligh khawatir jerumus maksiat ajar anakanak berdo  a mohon allah anak orangtuanya anak wudhu  sholat rokaat minta allah hajathajatmu shalat orangtua anak seraya sungguh allah kabul do  amu bagi tugas anak tugas belanja pasar sapu rumah tugas layan tamu ambil air dsb perhati ajar putriputri lakilaki anak perempuan rumah,1
jus jahe lada hitam sembuh covid mahasiswa indian universitas pondicherry nama ramu temu obat rumah covid kali terima who,1
klarifikasi sms nomor handphone ustadz abdul somad dukung paslon bismillahirrahmanirrahim uas dukung paslon dasar timbang umat masyarakat riau,0
paspor indonesia hologram bintang garuda paspor indonesia yg hologram bintang garuda tunda panjang paspor gila nih rezim,1
joe ramadhan hina alm mbah moen reporter tvone tegas nama joe ramadhan catat karyawan jaring wartawan kontributor tvone indonesia negeri,0
demo tolak tka cina solok awal bakar perahu warga aparat tanda gejala jabat pusat daerah lindung apa laku orang cina masyarakat solok marah bakar,1
surat tetap berangkat haji surat tetap berangkat haji hubung datang musim haji sesuai data sistem komputerisasi haji siskohaji menteri agama ri tetap berangkat calon jamaah haji ubah kemudi bawah nama renaldy ririn bin ririn tanggal lahir bukit april alamat cipinang rt lurah cipinang camat pulogadung jakarta timur no spph no porsi kloter embarkasi dki jakarta surat tetap mesti jakarta nopember tri agama ri selenggara haji umroh dr h nursyam ma ,0
semut makan otak manusia masuk telinga sila baca beritahu temanteman keluarga selamat nyawa orang,1
video ledak pabrik kembang api labuh beirut lebanon prediksi the simpson ledak pabrik kembang api labuh beirut lebanon prediksi the simpson,1
ali mochtar ngabalin serang stroke doa tegur keras ngabalin serang stroke makan do  a nya,1
aktor javed haider jual sayur kerja akibat pandemi covid he is an actor aaj woh sabzi bech raha hain javed hyder  terjemah  hai aktor jual sayur javed haider ,1
yogyakarta referendum aceh yogyakarta referendum yg negri,1
jokowi restu wna duduk jabat direksi bumn menko ekonomi sofyan djalil nilai wacana rekrut warga negara asing duduk jajar direksi direktur utama dirut usaha bumn sahsah menteri bumn rini soemarno,1
pesan beranta lowong kerja guru baca tulis al quran butuh guru baca tulis alquran,0
istana resmi pki boleh indonesia satu selamat nkri kali jokowidodo jabat presiden jokowidodo bijak kali suruh rakyat perintah maaf pki,1
corona mass graves in italy horrifying corona mass graves in italy,1
polisi info culi anak bogor hoaks anak pergi rumah cari tenang apartemen anak culik pergi rumah tanggal november pergi tanggal november hasil temu apartemen jakarta selatan anak orang tua,1
calon kota siang gempa sr guncang kalimantan timur agustus langsung allah,1
m alokasi ada cabut tebak tebaaak m alokasi ada eh cabut a pohon kembali sewa habis b pohon ambil bayar c malu tahu palsu d warga minta palsu buah buah e takut anak trotoar retno tanding,1
video monas ayun gempa guncang jakarta monas berayunayun klaim akibat gempa bumi landa jakarta,1
peaceful days in shanghai peaceful days in shanghai,1
tni bantah rekrut lulus sarjana agama islam jalur papk khusus rohaniwan intelijen selamat pagi sobatpuspen edar wa info spt pasti info tsb hoaxpapktni,1
klarifikasi gubernur anies kait payung presiden jokowi gin foto ambil beda samping jokowi beliau buka payung sisi kanan belakang foto lihat seakanakan payung foto dimensi,0
artis smart faham kondisi nasib rakyat byk artis yg smart faham kondisi nasib rakyat yg puruk gantipresiden,1
